city_or_county,n_killed,n_injured
Ritchie,1,0
Rittman,0,0
River Falls,0,1
River Falls (Troy),0,0
River Forest,6,4
River Hills,1,0
River Ridge,0,1
River Rouge,2,0
Riverbank,0,1
Riverdale,40,45
Riverdale (Riverdale Park),1,0
Riverdale Park,0,2
Riverhead,1,5
Riverhead (Flanders),1,0
Riverside,38,55
Riverside (Jurupa Valley),12,8
Riverside (North Riverside),1,0
Riverside (Woodcrest),0,1
Riverside County,1,0
Riverton,3,6
Riverton (Bluffdale),0,1
Riverton (Cinnaminson),0,0
Riverview,9,11
Rives Junction,0,0
Riviera Beach,10,19
Roan Mountain,0,3
Roane,0,0
Roane County,1,1
Roanoke,45,158
Roanoke (Cave Spring),0,4
Roanoke (Hollins),0,0
Roanoke County,0,1
Roanoke Rapids,7,30
Roanoke Rapids (Roanoke Rapid),0,1
Roaring River,1,0
Roaring Spring,0,0
Robards,0,2
Robbins,8,5
Robbinsdale,0,0
Robbinsville,1,0
Robeline,1,1
Robersonville,0,1
Robert,0,0
Roberta,0,2
Roberts,0,2
Robertsdale,4,1
Robertson,0,0
Robertson County,0,1
Robertsville,2,5
Robeson,9,9
Robeson County,8,4
Robinson,0,0
Robinsonville,2,5
Robstown,5,1
Roca,0,0
Rochelle Park,0,1
Rochester,109,549
Rochester (Brighton),0,0
Rochester (Gates),0,1
Rochester (Greece),3,4
Rochester (Irondequoit),1,3
Rochester (Oakland Township),0,1
Rochester (Rochester Hills),3,3
Rochester Hills,0,0
Rock,1,4
Rock Falls,5,6
Rock Falls (Yeowardville),0,0
Rock Hill,34,90
Rock Island,9,13
Rock Spring,1,1
Rock Springs,1,1
Rock Valley,0,1
Rockaway,0,0
Rockaway Beach,0,1
Rockbridge,2,0
Rockbridge County,0,0
Rockcastle County,0,0
Rockdale,3,1
Rockfield,0,1
Rockford,79,395
Rockholds,0,2
Rockingham,2,7
Rockingham County,0,0
Rockland,0,2
Rockledge,5,3
Rockledge (Viera),1,0
Rocklin,2,1
Rockmart,2,0
Rockport,2,4
Rocksprings,0,1
Rockton,1,0
Rockville,1,4
Rockville Centre,0,0
Rockville Centre (Lakeview),0,0
Rockwall,1,2
Rockwell,2,4
Rockwood,1,2
Rocky Comfort,1,0
Rocky Ford,1,1
Rocky Hill,1,1
Rocky Mount,35,92
Rocky Point,0,2
Rocky River,1,0
Rodeo,5,0
Rodessa,0,1
Roe (Aberdeen),0,0
Roebling,0,0
Roebuck,1,4
Rogers,7,5
Rogers (Little Flock),0,2
Rogers County,0,1
Rogersville,2,6
Rogue River,1,0
Rohnert Park,0,3
Roland,3,0
Rolesville,2,0
Rolette,0,0
Rolla,3,4
Rolling Fork,4,1
Rolling Meadows,0,1
Rolling Prairie,0,0
Rollinsford,0,0
Roma,2,0
Roma (Falcon),0,0
Roma (Fronton),1,2
Romance,3,0
Rome,26,43
Rome City,0,0
Romeo (Bruce Township),0,1
Romeoville,4,4
Romney,0,1
Romulus,5,1
Ronan,1,0
Ronceverte,0,0
Ronkonkoma,0,4
Ronkonkoma (Lake Ronkonkoma),0,0
Roosevelt,9,10
Roosevelt (Ballard),2,0
Rootstown,1,0
Roper,0,1
Ropesville,0,0
Rosalia,1,0
Rosamond,5,6
Roscoe,0,2
Roscommon,1,1
Roscommon Township,1,0
Rose,1,1
Rose Bud,2,1
Rose Creek,0,0
Rose Hill,1,1
Roseau,0,0
Roseboro,0,1
Rosebud,1,2
Rosebud (Yankton Indian Reservation),1,0
Roseburg,18,15
Rosebush,0,0
Rosedale,6,7
Roseland,2,2
Roselle,3,6
Roselle Park,0,0
Rosemead,10,5
Rosemont,1,0
Rosemount,2,0
Rosenberg,5,1
Rosendale,0,0
Roseville,8,21
Rosharon,3,3
Rosholt (Alban),0,0
Roslindale,0,1
Roslyn,1,0
Roslyn Heights,0,0
Rosman,0,0
Ross,0,2
Ross County,0,2
Ross Township,0,0
Rossford,0,0
Rossmoor,1,2
Rossville,6,5
Roswell,33,30
Rothschild,5,3
Rotterdam,1,0
Round Lake,1,1
Round Lake (Hainesville),1,0
Round Lake (Round Lake Beach),0,2
Round Lake (Round Lake Heights),0,0
Round Lake (Round Lake Park),0,0
Round Lake (Volo),0,0
Round Lake Beach,1,0
Round O,1,0
Round Rock,11,8
Roundup,2,1
Rover,0,1
Rowan,2,2
Rowan County,1,1
Rowe,0,0
Rowland,3,7
Rowland Heights,1,0
Rowlett,5,11
Rowletts,0,0
Rowley,0,1
Roxana,0,0
Roxboro,4,3
Roxbury,2,0
Roxbury Township,2,0
Roxie,1,0
Roxie (Cranfield),0,2
Roxton,1,0
Roy,9,3
Royal,0,0
Royal City,2,2
Royal Oak,2,4
Royal Palm Beach,1,4
Royalton,2,0
Royersford (Limerick),1,1
Royse City,6,2
Royston,0,0
Rubidoux,1,2
Ruby,0,0
Ruckersville,0,1
Rudolph,0,0
Rudy,2,0
Rufe,2,4
Ruffin,3,5
Ruffs Dale,0,1
Ruidoso,3,3
Ruidoso Downs,0,1
Rumford,0,1
Rumney,1,0
Rumson,1,0
Runnemede,1,0
Running Springs,3,2
Rupert,2,2
Rural Hall,1,4
Rural Retreat,0,0
Rush,2,0
Rush Springs,1,1
Rushsylvania,1,0
Rushville,0,0
Rusk,4,1
Rusk County,1,0
Ruskin,3,7
Russell,1,1
Russell (Clare),0,0
Russell Cave,0,0
Russell County,4,1
Russell Springs,1,0
Russellville,17,18
Russelville,0,0
Russiaville,4,1
Rustburg,0,1
Ruston,5,9
Ruston (Vernon),0,1
Ruther Glen,2,0
Rutherford,5,3
Rutherford County,0,2
Rutherfordton,1,3
Ruthven,0,0
Rutland,0,3
Rutland (Mendon),0,0
Rutledge,0,2
Rye,3,1
Rye Brook,0,0
S Coffeyville (South Coffeyville),0,0
Sabattus,0,0
Sabetha,0,1
Sabillasville,1,0
Sabin,0,1
Sabine Parish,0,0
Sabine Pass,2,0
Sac City,0,1
Sacaton,1,0
Saco,6,2
Sacramento,195,320
Sacramento (Fruitridge),1,0
Sacramento County,5,1
Saddle Brook,1,0
Sadieville,0,0
Saegertown,1,0
Safford,1,1
Sagamore Beach,0,1
Sagamore Hills,0,0
Saginaw,55,168
Saginaw Charter Township,0,0
Saginaw Township,1,2
Saguache,1,0
Sahuarita,1,2
Saint Albans,6,14
Saint Albans (Georgia),0,0
Saint Albans (Jefferson),1,1
Saint Albans (St Albans),0,1
Saint Amant,1,0
Saint Ann,0,1
Saint Anne,1,0
Saint Augustine,18,24
Saint Augustine (Saint Augustine Beach),0,0
Saint Augustine (St Augustine),5,3
Saint Augustine Beach,0,1
Saint Bernard (St Bernard),0,0
Saint Charles,12,11
Saint Charles (St Charles),0,0
Saint Charles (Weldon Spring),0,0
Saint Clair,0,4
Saint Clair Shores,1,1
Saint Clair Shores (St Clair Shores),0,1
Saint Clairsville,2,1
Saint Cloud,13,24
Saint Croix,1,0
Saint Elizabeth,0,0
Saint Elmo,1,0
Saint Francis,2,1
Saint Francisville,1,1
Saint Gabriel,4,2
Saint Gabriel (Iberville),2,0
Saint George,5,6
Saint George (St George),0,1
Saint Helena Island,1,27
Saint Helena Island (St Helena Is),0,2
Saint Helens,0,1
Saint Helens (St Helens),0,2
Saint Ignace,1,0
Saint Ignatius,0,0
Saint James,3,1
Saint James City (St James City),0,0
Saint John,2,2
Saint Johns,3,3
Saint Johns (Fruit Cove),0,1
Saint Johns (Julington Creek),0,0
Saint Johns (St Johns),1,0
Saint Johnsbury,1,3
Saint Johnsbury (St Johnsbury),0,0
Saint Joseph,25,27
Saint Joseph (St Joseph),0,6
Saint Landry,0,0
Saint Landry (St Landry),0,0
Saint Leonard (St Leonard),0,0
Saint Louis,928,1792
Saint Louis (Affton),1,0
Saint Louis (Bellefontaine Neighbors),1,3
Saint Louis (Berkeley),17,8
Saint Louis (Breckenridge Hills),2,0
Saint Louis (Brentwood),0,1
Saint Louis (Clayton),0,1
Saint Louis (Creve Coeur),0,0
Saint Louis (Dellwood),0,1
Saint Louis (Des Peres),0,0
Saint Louis (Ferguson),15,18
Saint Louis (Frontenac),0,1
Saint Louis (Hanley Hills),1,0
Saint Louis (Jennings),9,14
Saint Louis (Kinloch),3,1
Saint Louis (Kirkwood),1,4
Saint Louis (Ladue),1,1
Saint Louis (Maplewood),0,1
Saint Louis (Moline Acres),0,0
Saint Louis (Normandy),1,1
Saint Louis (Overland),1,0
Saint Louis (Pagedale),2,4
Saint Louis (Pine Lawn),0,3
Saint Louis (Richmond Heights),1,3
Saint Louis (Riverview),0,1
Saint Louis (Sappington),0,1
Saint Louis (Shrewsbury),2,0
Saint Louis (Spanish Lake),2,2
Saint Louis (St. Louis),1,1
Saint Louis (Sunset Hills),1,1
Saint Louis (University City),7,13
Saint Louis (Washington Park),1,0
Saint Louis (Webster Groves),1,2
Saint Louis (Wellston),3,2
Saint Louis County,0,2
Saint Louis Park,0,1
Saint Louisville,1,0
Saint Lucie,1,0
Saint Marie,1,0
Saint Maries,0,1
Saint Marks,1,0
Saint Martinville,5,14
Saint Martinville (Parks),0,1
Saint Marys,2,4
Saint Marys (St Marys),0,0
Saint Marys City,0,0
Saint Matthews,3,2
Saint Matthews (St Matthews),0,1
Saint Michael,2,0
Saint Paul,68,159
Saint Paul (Apple Valley),5,2
Saint Paul (Eagan),3,1
Saint Paul (Falcon Heights),1,0
Saint Paul (Lauderdale),0,1
Saint Paul (Little Canada),0,3
Saint Paul (Maplewood),4,7
Saint Paul (Mendota Heights),1,0
Saint Paul (Mounds View),0,0
Saint Paul (New Brighton),0,1
Saint Paul (North Saint Paul),0,0
Saint Paul (Oakdale),1,3
Saint Paul (Roseville),2,1
Saint Paul (Shoreview),2,0
Saint Paul (Vadnais Heights),1,0
Saint Paul (West Saint Paul),0,0
Saint Paul (White Bear Lake),0,0
Saint Paul (Woodbury),1,1
Saint Paul Park,0,2
Saint Pauls,3,3
Saint Peters,3,8
Saint Peters (St Peters),3,0
Saint Petersburg,52,67
Saint Petersburg (Gulfport),1,0
Saint Petersburg (Johns Pass),0,1
Saint Petersburg (Kenneth City),0,2
Saint Petersburg (Madeira Beach),0,0
Saint Petersburg (Pasadena),0,1
Saint Petersburg (Saint Pete Beach),0,1
Saint Petersburg (St Petersburg),25,39
Saint Petersburg (Treasure Island),0,0
Saint Robert,0,2
Saint Robert (St Robert),2,2
Saint Roch,0,1
Saint Rose,1,0
Saint Rose (St Rose),1,1
Saint Simons Island,2,0
Saint Simons Island (St Simons Island),0,1
Saint Stephen,1,3
Saint Thomas,0,2
Sainte Genevieve (Ste Genevieve),0,1
Salado,0,0
Salcha,0,0
Sale City,0,1
Sale Creek,0,1
Salem,50,78
Salem (Paddock Lake),1,0
Salemburg,1,2
Salida,0,3
Salina,6,20
Salinas,108,150
Salinas (Prunedale),1,1
Saline,2,5
Saline County,0,0
Salisbury,55,100
Salkum,1,0
Salley,0,1
Sallis,0,0
Sallisaw,3,0
Salmon,1,1
Salome,0,1
Salt Lake City,41,96
Salt Lake City (Cottonwood Heights),1,0
Salt Lake City (Holladay),3,3
Salt Lake City (Kearns),2,15
Salt Lake City (Millcreek),7,10
Salt Lake City (Murray),10,10
Salt Lake City (South Salt Lake),8,11
Salt Lake City (Taylorsville),4,10
Salt Lake City (West Valley City),18,59
Salt Lake City (West Valley),0,0
Salt Lake County,3,1
Salt Rock,0,1
Salt Springs,0,0
Saltillo,0,0
Salton City,1,0
Saltsburg,3,1
Saltville,2,0
Saluda,0,2
Saluda County,1,0
Salyer,0,0
Salyersville,1,0
Sammamish,3,1
Sampson,1,2
Sampson County,3,3
San Andreas,0,0
San Angelo,22,22
San Angelo (Grape Creek),0,1
San Anselmo,0,0
San Antonio,516,1029
San Antonio (Alamo Heights),1,0
San Antonio (Castle Hills),0,2
San Antonio (China Grove),0,0
San Antonio (Kirby),1,6
San Antonio (Live Oak),1,0
San Antonio (Olmos Park),0,1
San Antonio (Shavano Park),1,0
San Antonio (Terrell Hills),0,1
San Antonio (Windcrest),1,0
San Ardo,0,0
San Benito,3,0
San Benito County,0,0
San Bernardino,144,173
San Bernardino (Muscoy),2,0
San Bruno,1,3
San Carlos,3,0
San Carlos Park,0,0
San Clemente,2,1
San Diego,117,169
San Diego (Pacific Beach),0,1
San Dimas,1,0
San Elizario,2,0
San Fernando,13,10
San Francisco,141,272
San Gabriel,7,8
San Jacinto,12,14
San Jacinto River,0,0
San Joaquin,1,1
San Joaquin County,0,2
San Jose,103,105
San Juan,0,2
San Juan Capistrano,3,2
San Juan County,0,1
San Leandro,5,26
San Leon,2,0
San Lorenzo,1,2
San Lucas,0,0
San Luis,0,0
San Luis (Mesita),1,0
San Luis Obispo,0,0
San Marcos,18,17
San Marino,0,0
San Mateo,4,4
San Miguel,0,1
San Pablo,10,5
San Patricio County,1,1
San Pedro,9,20
San Rafael,3,3
San Ramon,0,1
San Tan Valley,3,3
San Ysidro,0,3
Sanborn,1,1
Sanbornton,0,2
Sand Fork (Stouts Mills),0,2
Sand Gap,2,0
Sand Lake,2,2
Sand Springs,3,1
Sanders,3,0
Sanderson,3,1
Sandersville,2,1
Sandia Park,0,1
Sandoval,2,0
Sandown,0,0
Sandpoint,3,3
Sands Point,0,0
Sandston,6,4
Sandusky,7,33
Sandwich,0,2
Sandy,8,17
Sandy Creek,1,0
Sandy Hook,1,1
Sandy Springs,7,11
Sanford,40,82
Sangamon,0,0
Sanger,5,4
Sanger (Minkler),0,1
Sangerville,0,0
Sanibel,0,1
Sanilac,0,1
Sanilac County,1,0
Sansom Park,1,0
Santa Ana,54,142
Santa Ana (North Tustin),0,0
Santa Barbara,5,4
Santa Clara,11,9
Santa Clarita,15,5
Santa Clarita (Saugus),0,0
Santa Claus,1,0
Santa Cruz,10,16
Santa Cruz County,0,0
Santa Fe,12,16
Santa Fe (La Cienga),0,0
Santa Fe (Nambe),1,2
Santa Fe (Pojoaque),0,0
Santa Fe County,1,0
Santa Fe Springs,3,2
Santa Margarita,2,0
Santa Maria,24,20
Santa Maria (Orcutt),4,1
Santa Monica,11,10
Santa Paula,3,16
Santa Rosa,12,36
Santa Rosa (Roseland),0,0
Santa Rosa Beach,0,0
Santa Rosa County,3,3
Santa Ynez,1,0
Santaquin,3,1
Santee,4,15
Santiago,0,0
Santo Domingo Pueblo,0,0
Sapulpa,3,6
Saraland,2,4
Saranac,0,0
Sarasota,28,43
Sarasota (Siesta Key),0,1
Sarasota County,2,1
Saratoga,5,3
Saratoga Springs,1,0
Sarcoxie,1,1
Sardinia,2,0
Sardis,1,1
Sarpy,0,1
Sartell,1,2
Sarver,2,0
Satellite Beach,0,1
Satellite Beach (Indian Harbour Beach),2,0
Satsuma,1,0
Saucier,1,3
Saugerties,1,1
Saugus,1,1
Sauk City,0,0
Sauk Rapids,1,2
Sauk Village,3,4
Sault Sainte Marie,0,0
Sausalito,2,0
Sausalito (Marin City),2,2
Savage,0,0
Savanna,0,0
Savannah,161,512
Savannah (Garden City),2,5
Savannah (Thunderbolt),0,1
Savannah (Wilmington Island),0,1
Savoy,1,2
Sawyer,0,2
Sawyer County,2,0
Saxton,2,0
Saxtons River,0,0
Saylorsburg,6,6
Sayre,2,0
Sayre (South Waverly),0,0
Sayreville,1,0
Scalf,1,0
Scalp Level,1,1
Scaly Mountain,0,1
Scammon,1,0
Scandia,2,0
Scappoose,0,1
Scarborough,1,1
Scarbro,0,1
Scarbro (Kingston),0,1
Scarsdale,0,0
Schaghticoke,0,0
Schaumburg,1,1
Schenectady,18,45
Schenectady (Glenville),1,1
Schenectady (Rotterdam),2,1
Schererville,2,0
Schertz,5,2
Schertz (Selma),3,0
Schiller Park,2,1
Schleswig,0,1
Schofield,0,0
Schofield (Weston),1,0
Schoolcraft,1,1
Schriever,0,2
Schuyler,2,4
Schuyler County,1,0
Schuylerville,0,0
Schuylkill County,0,1
Schuylkill Haven,1,1
Scio,1,0
Scioto,1,0
Scioto County,0,0
Scipio Center (Venice),0,0
Scituate,0,1
Scooba,0,1
Scotch Plains,2,1
Scotia,0,0
Scotland,2,3
Scotland County,0,2
Scotland Neck,3,6
Scotrun,0,0
Scott,8,3
Scott County,2,3
Scottdale,2,5
Scotts,1,0
Scotts Valley,0,0
Scottsbluff,0,1
Scottsboro,0,3
Scottsburg,0,1
Scottsdale,28,15
Scottsville,7,4
Scottsville (Wheatland),0,0
Scranton,6,13
Scranton (Dunmore),0,0
Screven,1,0
Scroggins,0,0
Scurry,2,0
Seabeck,1,0
Seaboard,0,1
Seabrook,4,18
Seaford,1,7
Seaford (Blades),0,0
Seagoville,2,1
Seagraves,0,1
Seagrove,1,1
Seahurst (Burien),0,0
Seal Beach,2,1
Seale,0,0
Sealevel,0,0
Sealy,2,0
Searcy,5,3
Searingtown,0,0
Searsburg,0,1
Seaside,8,7
Seaside (Sand City),3,4
Seat Pleasant,3,4
Seatac,0,1
Seattle,107,302
Seattle (Ballard),0,1
Seattle (Burien),11,12
Seattle (Capitol Hill),1,1
Seattle (Columbia),0,0
Seattle (Des Moines),6,9
Seattle (Greenwood),1,0
Seattle (Lake City),1,3
Seattle (Queen Anne),1,3
Seattle (Seatac),13,7
Seattle (Shoreline),2,5
Seattle (Skyway),3,5
Seattle (Tukwila),3,14
Seattle (West Seattle),0,10
Seattle (White Center),6,6
Sebago,1,0
Sebastian,1,9
Sebastian (Barefoot Bay),1,0
Sebastian (Micco),0,0
Sebastopol,3,1
Sebeka,1,0
Sebewaing,3,0
Sebree,0,0
Sebring,10,7
Secaucus,0,1
Sedalia,4,8
Sedamsville,1,0
Sedgwick,0,4
Sedgwick County,0,2
Sedona,2,0
Sedro Woolley,0,1
Seekonk,0,0
Seeley,0,0
Seffner,4,3
Seguin,8,4
Seibert,0,1
Selah,2,0
Selawik,1,0
Selbyville,2,0
Selden,1,1
Seligman,1,0
Selinsgrove,1,0
Selkirk,0,0
Sellers,0,3
Sellersburg,1,1
Sellersville,0,0
Sells,1,0
Selma,53,119
Selmer,0,1
Seminole,7,8
Seminole County,3,1
Semmes,4,7
Senath,0,1
Senatobia,1,1
Seneca,5,9
Seneca Falls,0,3
Senecaville,0,0
Senoia,1,1
Sentinel,0,1
Sequatchie County,1,1
Sequim,0,0
Sequoyah,0,1
Sergeant Bluff,0,0
Setauket,0,0
Seven Springs,1,0
Seven Valleys,1,0
Severn,7,10
Severna Park,0,0
Sevier County,1,0
Sevierville,4,4
Seville,0,0
Sewanee,1,0
Seward,4,1
Sewell,2,0
Sewickley,0,0
Seymour,6,4
Shady Cove,0,0
Shady Point,1,0
Shady Side,2,0
Shafer,0,1
Shafter,2,2
Shaftsbury,2,0
Shaker Heights,0,3
Shakopee,1,1
Shaktoolik,0,0
Shalimar,3,1
Shallotte,0,5
Shamokin,5,3
Shamokin Dam,0,1
Shamrock,0,2
Shannon,3,6
Shapleigh,0,0
Sharon,7,8
Sharon Hill,1,4
Sharonville,0,2
Sharp,0,1
Sharp County,0,0
Sharpsburg,3,1
Sharpsville,0,1
Shasta,0,0
Shasta County,1,1
Shasta Lake,0,0
Shavertown (Jackson Township),1,0
Shavertown (Jackson Twp),0,0
Shawano,0,3
Shawnee,7,15
Shawnee (Merriam),1,1
Shawnee County,0,1
Sheboygan,3,8
Sheboygan Falls,0,0
Sheep Springs,0,0
Sheffield,2,4
Sheffield Lake,2,0
Shelbiana,0,0
Shelburn,0,0
Shelburne,0,0
Shelby,26,33
Shelby (Kingstown),0,0
Shelby Charter Township,0,0
Shelby County,6,5
Shelbyville,12,10
Sheldon,4,1
Shell Knob,0,1
Shelley,0,1
Shelly,1,0
Shelton,7,4
Shelton (Skokomish),1,0
Shenandoah,1,6
Shepherd,2,1
Shepherdsville,2,2
Sheraden,2,1
Sheridan,6,2
Sheridan County,0,2
Sheridan Lake,0,0
Sherman,7,2
Sherman Oaks,2,5
Shermans Dale,5,1
Sherrills Ford,0,1
Sherry,0,0
Sherwood,7,6
Shiawassee County,0,0
Shickshinny,2,0
Shiloh,0,0
Shiner,1,0
Shingle Springs,2,1
Shingle Springs (Cameron Park),0,1
Shingletown,1,0
Shinnston,1,2
Shinnston (Pine Bluff),0,0
Shiocton,0,0
Shipman,0,0
Shippensburg,0,5
Shiprock,2,3
Shipshewana,0,0
Shirley,1,7
Shirleysburg,0,0
Shiro,1,0
Shishmaref,0,0
Shoals,0,0
Shoemakersville,2,0
Shoreham,0,0
Shoreline,2,0
Shorewood,0,0
Shoshone,0,3
Shoshone County,0,1
Shoshoni,0,1
Show Low,2,1
Shreveport,154,568
Shrewsbury,0,1
Shungnak,1,0
Shuqualak,1,0
Sibley,0,1
Sicklerville,1,3
Sidman,0,0
Sidney,5,3
Sidon,0,0
Sieper,0,1
Sierra Blanca,1,0
Sierra Vista,6,4
Signal Hill,2,6
Signal Mountain,1,2
Signal Mountain (Walden),0,0
Sikeston,11,23
Siler City,0,2
Silex,0,0
Siloam Springs,1,1
Silsbee,3,1
Silver Bow,2,0
Silver Bow County,0,0
Silver City,6,6
Silver Creek,1,4
Silver Lake,1,0
Silver Spring,10,19
Silver Spring (Aspen Hill),0,2
Silver Spring (Wheaton),0,1
Silver Springs,5,8
Silver Springs Shores,0,0
Silverdale,0,1
Silverhill,1,0
Silverton,1,0
Silvis,0,0
Simi Valley,0,5
Simla,2,0
Simpson,2,5
Simpson County,4,2
Simpsonville,11,4
Simsboro,1,1
Simsbury,0,1
Sinclairville,1,0
Sioux,0,0
Sioux City,8,35
Sioux Falls,17,34
Sioux Rapids,0,0
Siren,0,0
Siskiyou,1,0
Siskiyou County,0,0
Sisseton,4,1
Sissonville,1,1
Sister Bay,1,0
Sitka,1,2
Six Mile,0,1
Six Mile Run,0,0
Skagit,0,2
Skagit County,0,0
Skiatook,0,0
Skidmore,0,0
Skipperville,1,1
Skokie,3,4
Skowhegan,1,0
Skowhegan (Cornville),0,0
Skwentna,1,0
Skyway,0,5
Slater,2,0
Slatington,2,1
Slaton,4,0
Slaughter,3,0
Sleepy Hollow,1,0
Slidell,14,27
Slippery Rock,0,0
Sloan,1,0
Sloatsburg,2,0
Slocomb,1,1
Sloughhouse,0,2
Smartsville,0,0
Smethport,3,0
Smicksburg,2,1
Smith,6,7
Smith County,5,7
Smith Mills,0,0
Smithdale (Auburn),0,1
Smithers,0,0
Smithfield,6,16
Smithland,0,1
Smiths Creek,0,0
Smiths Grove,0,4
Smiths Station,3,1
Smithsburg,0,0
Smithtown,1,3
Smithville,3,4
Smoaks,0,4
Smock,0,1
Smyer,0,0
Smyrna,15,19
Smyth,0,1
Sneads,2,0
Sneads Ferry,0,2
Sneedville,2,0
Snelling,0,1
Snellville,8,10
Snohomish,0,4
Snohomish County,0,2
Snow Camp,0,0
Snow Hill,1,1
Snow Shoe,0,0
Snowflake,1,1
Snowmass Village,1,0
Snowville,0,1
Snyder,3,0
Snydertown,0,1
Soap Lake,0,3
Social Circle,6,3
Society Hill,0,0
Socorro,1,1
Soda Springs,0,1
Soddy Daisy,3,6
Soddy Daisy (Lakesite),0,0
Soddy Daisy (Soddy-Daisy),0,2
Soddy Daisy (Soddy-daisy),1,0
Soddy-daisy,0,1
Sodus,0,0
Soft Shell,1,0
Solana Beach,1,0
Solano County,0,1
Soldotna,2,3
Soledad,4,2
Solo,0,1
Solomon,0,0
Solon,2,1
Solvang,1,0
Solvay,0,2
Somers,0,2
Somers Point,1,0
Somerset,16,17
Somerset (Franklin Twp),0,1
Somerset County,0,0
Somersworth,1,1
Somerton,3,6
Somerville,7,10
Somo,0,1
Sonoita,0,0
Sonoma,0,0
Sonoma County,1,1
Sonora,4,5
Sopchoppy,0,0
Sophia,0,0
Sophia (Tams),0,0
Soquel,1,1
Sorrento,1,0
Soulsbyville,0,1
Sound Beach,0,0
Sour Lake,0,1
South Amboy,1,0
South Barre,0,0
South Bay,2,4
South Beloit,0,2
South Bend,65,218
South Bend (Roseland),0,1
South Boston,3,6
South Boston (Turbeville),0,1
South Brunswick,0,0
South Burlington,1,0
South Charleston,0,2
South Chatham,0,0
South China,0,0
South China (China),0,0
South County,1,0
South Cumminsville,1,1
South Dayton,0,1
South Daytona,0,1
South Dennis,0,0
South El Monte,2,1
South Elgin,0,2
South Euclid,1,1
South Fairmont,0,1
South Farmingdale,2,0
South Fulton,0,1
South Gate,18,7
South Glastonbury,0,0
South Glens Falls,0,0
South Hackensack,1,1
South Hadley,0,4
South Hampton,0,0
South Harrison Township,0,0
South Haven,2,1
South Hero,0,1
South Holland,4,3
South Houston,0,4
South Hutchinson,1,0
South Jamesport,1,0
South Jordan,1,3
South Kingstown,0,0
South Lake Tahoe,2,0
South Lebanon,1,0
South Lyon,0,0
South Milwaukee,1,0
South Mountain,0,2
South Natomas,1,0
South New Berlin,0,0
South Orange,0,1
South Ozone Park,3,6
South Padre Island,0,0
South Park,0,0
South Pasadena,0,0
South Pittsburg,1,1
South Point,3,0
South Portland,1,0
South Prairie,0,0
South Richmond Hill,1,1
South Roxana,0,1
South Royalton,0,1
South Royalton (Royalton),1,1
South Ryegate,0,0
South Saint Paul,0,3
South Salt Lake,0,2
South San Francisco,1,2
South Shore,0,1
South Sioux City,1,0
South Thomaston,0,0
South Valley,0,0
South Vienna,0,1
South Webster,0,1
South West City,0,0
South Whitley,1,0
South Windsor,0,2
South Yarmouth,0,1
Southampton,0,10
Southaven,8,13
Southborough,0,0
Southbridge,0,2
Southbury,0,0
Southeast,0,0
Southern Pines,4,15
Southfield,11,21
Southgate,4,3
Southington,1,3
Southlake,3,0
Southmont,0,0
Southold,0,0
Southport,2,1
Southport (Boiling Spring Lakes),0,1
Southwick,0,0
Spalding County,0,1
Spanaway,12,6
Spanish Fork,8,2
Spanish Fork (Benjamin),2,0
Spanish Fork (Lake Shore),2,0
Spanish Fort,1,1
Spanish Lake,1,4
Spanish Springs,1,1
Sparks,13,25
Sparks (Spanish Springs),2,1
Sparks Glencoe (Sparks),0,0
Sparland,0,0
Sparrows Point (Edgemere),2,0
Sparta,15,4
Spartanburg,38,119
Spartanburg County,0,0
Spaulding County,1,0
Spavinaw,0,0
Spearfish,0,0
Speedway,6,10
Speedwell,2,2
Spencer,12,10
Spencerport,0,0
Spencerport (Ogden),0,3
Spencerville,2,0
Sperry,1,2
Spiceland,1,2
Spicer,0,0
Spies,0,1
Spillville,0,0
Spindale,0,1
Spink County,0,1
Spirit Lake,0,2
Spirit Lake (Edgemere),1,0
Spiro,1,2
Splendora,1,2
Spokane,42,90
Spokane (Spokane Valley),10,7
Spokane County,1,0
Spokane Valley,0,0
Spotsylvania,7,6
Spotsylvania County,0,3
Spotsylvania Courthouse,0,1
Spottsville,2,1
Spout Spring,0,0
Sprague,0,0
Spreckels,1,0
Spring,31,21
Spring (Klein),0,1
Spring (Shenandoah),3,1
Spring Arbor,0,0
Spring Arbor Township,1,0
Spring Branch,3,2
Spring City,0,1
Spring Creek,3,0
Spring Green,0,0
Spring Grove,1,2
Spring Hill,13,15
Spring Hill (Hernando Beach),1,0
Spring Hill (Shady Hills),0,0
Spring Hill (Weeki Wachee Gardens),1,0
Spring Hill (Weeki Wachee),1,0
Spring Hope,0,4
Spring Lake,10,9
Spring Run,1,0
Spring Valley,6,12
Spring Valley (Chestnut Ridge),0,0
Spring Valley (Kaser),0,0
Springboro,3,1
Springdale,7,23
Springdale (Bethel Heights),1,0
Springer,0,1
Springettsbury Township,0,1
Springfield,218,650
Springfield (Jerome),1,0
Springfield Gardens,1,1
Springfield Gardens (Laurelton),1,3
Springfield Township,2,0
Springhill,1,1
Springport,2,0
Springs,0,1
Springtown,3,0
Springvale,0,0
Springville,0,5
Springwater,0,0
Spruce Head,0,1
Spruce Pine,1,0
St George,0,1
St Johnsbury,0,3
St Joseph,0,1
St Louis,0,0
St Matthews,0,0
St Paul,0,1
St Petersburg,1,2
St. Clair Shores,1,0
St. James,1,1
